sample_id,customer_id,template_id,text,intent,split,source,dataset_version
S0487,C0017,technical_help-03,想请你帮忙：机器如何恢复出厂设置。,technical_help,train,course-authored-synthetic,1.0.0
S0488,C0055,return_request-00,麻烦确认一下，东西已经收到，想申请退货。,return_request,train,course-authored-synthetic,1.0.0
S0489,C0067,complaint-16,麻烦确认一下，不是问退款进度，我要投诉处理态度。,complaint,test,course-authored-synthetic,1.0.0
S0490,C0023,exchange_request-00,想请你帮忙：我要申请换货。,exchange_request,train,course-authored-synthetic,1.0.0
S0491,C0201,product_info-08,你好，购买前想了解电池容量？,product_info,train,course-authored-synthetic,1.0.0
S0492,C0121,complaint-15,你好，需要登记一条针对坐席的意见？,complaint,validation,course-authored-synthetic,1.0.0
S0493,C0117,invoice-00,怎么开电子发票。,invoice,train,course-authored-synthetic,1.0.0
S0494,C0129,product_info-00,麻烦确认一下，这款产品有哪些规格。,product_info,train,course-authored-synthetic,1.0.0
S0495,C0225,refund_status-19,麻烦确认一下，钱还没回来，能查资金退回进度吗。,refund_status,test,course-authored-synthetic,1.0.0
S0496,C0166,change_address-08,你好，我要修改收件信息？,change_address,train,course-authored-synthetic,1.0.0
S0497,C0141,shipping_status-03,你好，包裹什么时候能送到？,shipping_status,train,course-authored-synthetic,1.0.0
S0498,C0046,invoice-01,我这边的情况是：发票抬头写错了，谢谢。,invoice,train,course-authored-synthetic,1.0.0
S0499,C0028,product_info-04,想请你帮忙：下单前想问有没有货。,product_info,train,course-authored-synthetic,1.0.0
S0500,C0155,payment-14,结算时总是提示交易异常。,payment,validation,course-authored-synthetic,1.0.0
S0501,C0186,complaint-10,我要对这次服务提出正式投诉。,complaint,train,course-authored-synthetic,1.0.0
S0502,C0115,refund_status-02,查一下退款处理进度。,refund_status,train,course-authored-synthetic,1.0.0
S0503,C0122,refund_status-13,想请你帮忙：退款已经同意多久能入账。,refund_status,validation,course-authored-synthetic,1.0.0
S0504,C0180,shipping_status-12,你好，物流停在中转站两天了？,shipping_status,validation,course-authored-synthetic,1.0.0
S0505,C0166,change_address-08,我这边的情况是：我要修改收件信息，谢谢。,change_address,train,course-authored-synthetic,1.0.0
S0506,C0060,return_request-09,麻烦确认一下，这个产品我不要了，已经签收要退。,return_request,train,course-authored-synthetic,1.0.0
S0507,C0110,exchange_request-05,想请你帮忙：商品有问题请换新。,exchange_request,train,course-authored-synthetic,1.0.0
S0508,C0082,cancel_order-11,你好，还没发出就不要寄了，取消吧？,cancel_order,train,course-authored-synthetic,1.0.0
S0509,C0137,warranty-12,我这边的情况是：机器用了半年坏了能修吗，谢谢。,warranty,validation,course-authored-synthetic,1.0.0
S0510,C0024,complaint-09,客服说话不礼貌我要反馈。,complaint,train,course-authored-synthetic,1.0.0
S0511,C0083,complaint-06,我这边的情况是：售后态度让我不满请记录投诉，谢谢。,complaint,train,course-authored-synthetic,1.0.0
S0512,C0009,warranty-18,想请你帮忙：过了质保期更换零件要多少钱。,warranty,test,course-authored-synthetic,1.0.0
S0513,C0084,refund_status-01,想请你帮忙：退的钱怎么还没有收到。,refund_status,train,course-authored-synthetic,1.0.0
S0514,C0148,invoice-09,请修改发票信息。,invoice,train,course-authored-synthetic,1.0.0
S0515,C0218,product_info-18,给门店选设备，哪款支持有线接口。,product_info,test,course-authored-synthetic,1.0.0
S0516,C0232,technical_help-18,你好，无线连线老掉，能指导设置吗？,technical_help,test,course-authored-synthetic,1.0.0
S0517,C0183,invoice-03,想请你帮忙：帮我补开发票。,invoice,train,course-authored-synthetic,1.0.0
S0518,C0136,product_info-17,想请你帮忙：不查订单物流，想知道商品是否有现货。,product_info,test,course-authored-synthetic,1.0.0
S0519,C0031,change_address-03,想请你帮忙：可以改收货人姓名吗。,change_address,train,course-authored-synthetic,1.0.0
S0520,C0075,invoice-05,想请你帮忙：订单可以开公司发票吗。,invoice,train,course-authored-synthetic,1.0.0
S0521,C0102,cancel_order-14,想请你帮忙：预订的货不需要了想退订。,cancel_order,validation,course-authored-synthetic,1.0.0
S0522,C0225,refund_status-19,我这边的情况是：钱还没回来，能查资金退回进度吗，谢谢。,refund_status,test,course-authored-synthetic,1.0.0
S0523,C0230,return_request-07,我这边的情况是：东西拆开了还能退货吗，谢谢。,return_request,train,course-authored-synthetic,1.0.0
S0524,C0085,return_request-03,怎么提交退货申请。,return_request,train,course-authored-synthetic,1.0.0
S0525,C0076,cancel_order-09,你好，撤销刚提交的购买订单？,cancel_order,train,course-authored-synthetic,1.0.0
S0526,C0044,cancel_order-19,你好，没发货的这单请停止履约？,cancel_order,test,course-authored-synthetic,1.0.0
S0527,C0230,return_request-07,你好，东西拆开了还能退货吗？,return_request,train,course-authored-synthetic,1.0.0
S0528,C0054,refund_status-17,你好，不是要重新退货，只查之前退的钱？,refund_status,test,course-authored-synthetic,1.0.0
S0529,C0134,exchange_request-06,能给我重新换一台吗。,exchange_request,train,course-authored-synthetic,1.0.0
S0530,C0221,cancel_order-16,想请你帮忙：不用查物流，请直接取消订单。,cancel_order,test,course-authored-synthetic,1.0.0
S0531,C0066,cancel_order-06,重复下单想取消一笔。,cancel_order,train,course-authored-synthetic,1.0.0
S0532,C0239,warranty-09,麻烦确认一下，设备损坏需要售后维修。,warranty,train,course-authored-synthetic,1.0.0
S0533,C0064,exchange_request-09,我这边的情况是：要办理同款换新，谢谢。,exchange_request,train,course-authored-synthetic,1.0.0
S0534,C0094,product_info-10,你好，想问新型号的价格？,product_info,train,course-authored-synthetic,1.0.0
S0535,C0187,return_request-02,想请你帮忙：退货地址在哪里。,return_request,train,course-authored-synthetic,1.0.0
S0536,C0174,warranty-14,麻烦确认一下，想找官方修理中心。,warranty,validation,course-authored-synthetic,1.0.0
S0537,C0126,cancel_order-17,不是退货，是还没寄出的订单不要了。,cancel_order,test,course-authored-synthetic,1.0.0
S0538,C0132,exchange_request-11,麻烦确认一下，请给我一个换货单。,exchange_request,train,course-authored-synthetic,1.0.0
S0539,C0051,payment-09,我这边的情况是：扣款成功却没有订单，谢谢。,payment,train,course-authored-synthetic,1.0.0
S0540,C0030,change_address-00,我这边的情况是：还没发货想修改收货地址，谢谢。,change_address,train,course-authored-synthetic,1.0.0
S0541,C0130,complaint-07,麻烦确认一下，想反馈工作人员的不当行为。,complaint,train,course-authored-synthetic,1.0.0
S0542,C0096,shipping_status-04,想请你帮忙：发货以后一直没更新物流。,shipping_status,train,course-authored-synthetic,1.0.0
S0543,C0228,cancel_order-00,我这边的情况是：订单还没发货，我要取消，谢谢。,cancel_order,train,course-authored-synthetic,1.0.0
S0544,C0131,refund_status-06,我这边的情况是：这笔退款目前什么状态，谢谢。,refund_status,train,course-authored-synthetic,1.0.0
S0545,C0043,refund_status-00,想请你帮忙：退款什么时候到账。,refund_status,train,course-authored-synthetic,1.0.0
S0546,C0064,exchange_request-09,要办理同款换新。,exchange_request,train,course-authored-synthetic,1.0.0
S0547,C0219,complaint-18,我这边的情况是：请对工作人员的敷衍做出处理，谢谢。,complaint,test,course-authored-synthetic,1.0.0
S0548,C0129,product_info-00,这款产品有哪些规格。,product_info,train,course-authored-synthetic,1.0.0
S0549,C0169,invoice-19,你好，抬头写个人了能改成企业吗？,invoice,test,course-authored-synthetic,1.0.0
S0550,C0032,warranty-19,我这边的情况是：官方修理要提供购买凭证吗，谢谢。,warranty,test,course-authored-synthetic,1.0.0
S0551,C0062,exchange_request-07,想请你帮忙：这次我只换货不退款。,exchange_request,train,course-authored-synthetic,1.0.0
S0552,C0080,payment-03,我这边的情况是：银行卡付不了款，谢谢。,payment,train,course-authored-synthetic,1.0.0
S0553,C0127,return_request-13,麻烦确认一下，退货运费由谁承担。,return_request,validation,course-authored-synthetic,1.0.0
S0554,C0223,cancel_order-07,我这边的情况是：订单没出库可以撤单吗，谢谢。,cancel_order,train,course-authored-synthetic,1.0.0
S0555,C0089,unknown-test-02,帮我预测足球比赛结果。,unknown,test,course-authored-synthetic,1.0.0
S0556,C0192,unknown-validation-03,想请你帮忙：中午吃什么比较好。,unknown,validation,course-authored-synthetic,1.0.0
S0557,C0200,technical_help-05,麻烦确认一下，设备连不上无线网络。,technical_help,train,course-authored-synthetic,1.0.0
S0558,C0056,return_request-06,请给我办理退货。,return_request,train,course-authored-synthetic,1.0.0
S0559,C0163,exchange_request-15,想请你帮忙：我需要更换收到的错误商品。,exchange_request,validation,course-authored-synthetic,1.0.0
S0560,C0235,complaint-04,你好，客服一直不回复我要投诉？,complaint,train,course-authored-synthetic,1.0.0
S0561,C0147,unknown-test-01,给我做一份健身计划。,unknown,test,course-authored-synthetic,1.0.0
S0562,C0017,technical_help-03,你好，机器如何恢复出厂设置？,technical_help,train,course-authored-synthetic,1.0.0
S0563,C0202,product_info-03,想请你帮忙：产品支持哪些接口。,product_info,train,course-authored-synthetic,1.0.0
S0564,C0063,complaint-05,想请你帮忙：我要举报这次服务体验。,complaint,train,course-authored-synthetic,1.0.0
S0565,C0133,exchange_request-04,想把这件换成另一个型号。,exchange_request,train,course-authored-synthetic,1.0.0
S0566,C0227,technical_help-07,想请你帮忙：软件升级怎么操作。,technical_help,train,course-authored-synthetic,1.0.0
S0567,C0045,shipping_status-02,想请你帮忙：帮我查一下物流进度。,shipping_status,train,course-authored-synthetic,1.0.0
S0568,C0165,cancel_order-05,你好，请终止这笔待发货订单？,cancel_order,train,course-authored-synthetic,1.0.0
S0569,C0095,warranty-00,产品还在保修期内吗。,warranty,train,course-authored-synthetic,1.0.0
S0570,C0135,payment-13,你好，钱扣走了订单仍是待付款？,payment,validation,course-authored-synthetic,1.0.0
S0571,C0210,product_info-19,我这边的情况是：尚未购买，想核对规格是否满足需求，谢谢。,product_info,test,course-authored-synthetic,1.0.0
S0572,C0185,product_info-09,麻烦确认一下，这个系列有几种颜色。,product_info,train,course-authored-synthetic,1.0.0
S0573,C0249,technical_help-09,我这边的情况是：如何设置设备参数，谢谢。,technical_help,train,course-authored-synthetic,1.0.0
S0574,C0163,exchange_request-15,我这边的情况是：我需要更换收到的错误商品，谢谢。,exchange_request,validation,course-authored-synthetic,1.0.0
S0575,C0198,product_info-02,麻烦确认一下，这个型号的尺寸是多少。,product_info,train,course-authored-synthetic,1.0.0
S0576,C0212,technical_help-15,想请你帮忙：我想了解操作面板怎么用。,technical_help,validation,course-authored-synthetic,1.0.0
S0577,C0036,exchange_request-10,麻烦确认一下，尺寸不合适想换件大的。,exchange_request,train,course-authored-synthetic,1.0.0
S0578,C0031,change_address-03,麻烦确认一下，可以改收货人姓名吗。,change_address,train,course-authored-synthetic,1.0.0
S0579,C0042,product_info-07,产品适不适合办公室使用。,product_info,train,course-authored-synthetic,1.0.0
S0580,C0238,technical_help-00,想请你帮忙：设备怎么安装。,technical_help,train,course-authored-synthetic,1.0.0
S0581,C0067,complaint-16,你好，不是问退款进度，我要投诉处理态度？,complaint,test,course-authored-synthetic,1.0.0
S0582,C0182,return_request-05,想请你帮忙：七天内退货要怎么操作。,return_request,train,course-authored-synthetic,1.0.0
S0583,C0217,technical_help-02,请教一下使用步骤。,technical_help,train,course-authored-synthetic,1.0.0
S0584,C0029,shipping_status-00,我这边的情况是：订单的物流走到哪里了，谢谢。,shipping_status,train,course-authored-synthetic,1.0.0
S0585,C0032,warranty-19,你好，官方修理要提供购买凭证吗？,warranty,test,course-authored-synthetic,1.0.0
S0586,C0120,unknown-test-04,请解释月食形成的原因。,unknown,test,course-authored-synthetic,1.0.0
S0587,C0019,shipping_status-14,想请你帮忙：还没收到东西想查运单。,shipping_status,validation,course-authored-synthetic,1.0.0
S0588,C0057,cancel_order-10,我这边的情况是：请取消这个预订，谢谢。,cancel_order,train,course-authored-synthetic,1.0.0
S0589,C0130,complaint-07,我这边的情况是：想反馈工作人员的不当行为，谢谢。,complaint,train,course-authored-synthetic,1.0.0
S0590,C0112,refund_status-09,麻烦确认一下，售后退款一直显示处理中。,refund_status,train,course-authored-synthetic,1.0.0
S0591,C0092,shipping_status-18,我这边的情况是：运单显示签收但门口没东西，谢谢。,shipping_status,test,course-authored-synthetic,1.0.0
S0592,C0181,invoice-11,麻烦确认一下，开票金额不对请处理。,invoice,train,course-authored-synthetic,1.0.0
S0593,C0100,payment-01,你好，支付时提示余额不足？,payment,train,course-authored-synthetic,1.0.0
S0594,C0200,technical_help-05,设备连不上无线网络。,technical_help,train,course-authored-synthetic,1.0.0
S0595,C0237,technical_help-16,我这边的情况是：不想送修，先教我如何重置，谢谢。,technical_help,test,course-authored-synthetic,1.0.0
S0596,C0002,cancel_order-02,我这边的情况是：帮我取消未发出的订单，谢谢。,cancel_order,train,course-authored-synthetic,1.0.0
S0597,C0079,refund_status-07,麻烦确认一下，退款金额怎么还没退回来。,refund_status,train,course-authored-synthetic,1.0.0
S0598,C0157,complaint-01,麻烦确认一下，服务太差我要投诉。,complaint,train,course-authored-synthetic,1.0.0
S0599,C0051,payment-09,扣款成功却没有订单。,payment,train,course-authored-synthetic,1.0.0
S0600,C0026,technical_help-10,配对一直失败怎么排查。,technical_help,train,course-authored-synthetic,1.0.0
S0601,C0151,change_address-09,想请你帮忙：发货之前能更新地址吗。,change_address,train,course-authored-synthetic,1.0.0
S0602,C0050,return_request-01,我想把商品退回去。,return_request,train,course-authored-synthetic,1.0.0
S0603,C0128,refund_status-03,你好，退款申请通过了钱在哪？,refund_status,train,course-authored-synthetic,1.0.0
S0604,C0002,cancel_order-02,麻烦确认一下，帮我取消未发出的订单。,cancel_order,train,course-authored-synthetic,1.0.0
S0605,C0006,return_request-16,麻烦确认一下，不是换货，我要退回商品。,return_request,test,course-authored-synthetic,1.0.0
S0606,C0045,shipping_status-02,我这边的情况是：帮我查一下物流进度，谢谢。,shipping_status,train,course-authored-synthetic,1.0.0
S0607,C0115,refund_status-02,麻烦确认一下，查一下退款处理进度。,refund_status,train,course-authored-synthetic,1.0.0
S0608,C0206,change_address-16,我这边的情况是：不是催物流，是要改配送地址，谢谢。,change_address,test,course-authored-synthetic,1.0.0
S0609,C0240,invoice-06,我这边的情况是：开票税号要怎么填写，谢谢。,invoice,train,course-authored-synthetic,1.0.0
S0610,C0160,unknown-test-05,麻烦确认一下，写一段生日祝福。,unknown,test,course-authored-synthetic,1.0.0
S0611,C0081,change_address-12,配送地址能换到公司吗。,change_address,validation,course-authored-synthetic,1.0.0
S0612,C0242,return_request-14,麻烦确认一下，买错型号，收到后准备寄回退款。,return_request,validation,course-authored-synthetic,1.0.0
S0613,C0145,exchange_request-19,想请你帮忙：售后请走换新流程，不走退货。,exchange_request,test,course-authored-synthetic,1.0.0
S0614,C0009,warranty-18,麻烦确认一下，过了质保期更换零件要多少钱。,warranty,test,course-authored-synthetic,1.0.0
S0615,C0118,payment-11,想请你帮忙：交易被银行拒绝怎么处理。,payment,train,course-authored-synthetic,1.0.0
S0616,C0116,technical_help-06,我这边的情况是：驱动程序在哪里下载，谢谢。,technical_help,train,course-authored-synthetic,1.0.0
S0617,C0010,complaint-13,想请你帮忙：工作人员失约我要正式反映。,complaint,validation,course-authored-synthetic,1.0.0
S0618,C0253,technical_help-12,麻烦确认一下，重置以后如何重新联网。,technical_help,validation,course-authored-synthetic,1.0.0
S0619,C0061,return_request-18,麻烦确认一下，已经拆封但不需要了能寄回吗。,return_request,test,course-authored-synthetic,1.0.0
S0620,C0084,refund_status-01,退的钱怎么还没有收到。,refund_status,train,course-authored-synthetic,1.0.0
S0621,C0001,unknown-validation-06,想请你帮忙：写一首关于春天的诗。,unknown,validation,course-authored-synthetic,1.0.0
S0622,C0166,change_address-08,麻烦确认一下，我要修改收件信息。,change_address,train,course-authored-synthetic,1.0.0
S0623,C0014,cancel_order-01,我这边的情况是：这笔订单不要了请关闭，谢谢。,cancel_order,train,course-authored-synthetic,1.0.0
S0624,C0154,exchange_request-18,签收后才发现买小了，想换大一号。,exchange_request,test,course-authored-synthetic,1.0.0
S0625,C0198,product_info-02,想请你帮忙：这个型号的尺寸是多少。,product_info,train,course-authored-synthetic,1.0.0
S0626,C0128,refund_status-03,退款申请通过了钱在哪。,refund_status,train,course-authored-synthetic,1.0.0
S0627,C0113,return_request-15,包装还在我想办退货手续。,return_request,validation,course-authored-synthetic,1.0.0
S0628,C0220,return_request-04,收到后不满意要退掉商品。,return_request,train,course-authored-synthetic,1.0.0
S0629,C0032,warranty-19,想请你帮忙：官方修理要提供购买凭证吗。,warranty,test,course-authored-synthetic,1.0.0
S0630,C0135,payment-13,麻烦确认一下，钱扣走了订单仍是待付款。,payment,validation,course-authored-synthetic,1.0.0
S0631,C0064,exchange_request-09,你好，要办理同款换新？,exchange_request,train,course-authored-synthetic,1.0.0
S0632,C0011,invoice-10,我想申请纸质发票。,invoice,train,course-authored-synthetic,1.0.0
S0633,C0208,return_request-17,麻烦确认一下，别查退款进度，我还没申请退货。,return_request,test,course-authored-synthetic,1.0.0
S0634,C0013,refund_status-12,退还款项还在审核吗。,refund_status,validation,course-authored-synthetic,1.0.0
S0635,C0037,invoice-18,报销需要税务票据，如何申请。,invoice,test,course-authored-synthetic,1.0.0
S0636,C0193,change_address-02,你好，请更改订单配送地址？,change_address,train,course-authored-synthetic,1.0.0
S0637,C0169,invoice-19,麻烦确认一下，抬头写个人了能改成企业吗。,invoice,test,course-authored-synthetic,1.0.0
S0638,C0073,product_info-12,想请你帮忙：还没买，想比较不同版本。,product_info,validation,course-authored-synthetic,1.0.0
S0639,C0177,shipping_status-15,你好，发出后能追踪包裹吗？,shipping_status,validation,course-authored-synthetic,1.0.0
S0640,C0164,warranty-05,麻烦确认一下，这台设备需要送修。,warranty,train,course-authored-synthetic,1.0.0
S0641,C0085,return_request-03,想请你帮忙：怎么提交退货申请。,return_request,train,course-authored-synthetic,1.0.0
S0642,C0238,technical_help-00,我这边的情况是：设备怎么安装，谢谢。,technical_help,train,course-authored-synthetic,1.0.0
S0643,C0151,change_address-09,我这边的情况是：发货之前能更新地址吗，谢谢。,change_address,train,course-authored-synthetic,1.0.0
S0644,C0012,shipping_status-05,我这边的情况是：我想看运输状态，谢谢。,shipping_status,train,course-authored-synthetic,1.0.0
S0645,C0175,product_info-16,想请你帮忙：不是安装求助，我还在选购型号。,product_info,test,course-authored-synthetic,1.0.0
S0646,C0066,cancel_order-06,我这边的情况是：重复下单想取消一笔，谢谢。,cancel_order,train,course-authored-synthetic,1.0.0
S0647,C0150,invoice-14,想请你帮忙：公司抬头的电子票能补开吗。,invoice,validation,course-authored-synthetic,1.0.0
S0648,C0206,change_address-16,不是催物流，是要改配送地址。,change_address,test,course-authored-synthetic,1.0.0
S0649,C0084,refund_status-01,你好，退的钱怎么还没有收到？,refund_status,train,course-authored-synthetic,1.0.0
S0650,C0196,change_address-05,包裹能改寄另一个地址吗。,change_address,train,course-authored-synthetic,1.0.0
S0651,C0005,invoice-08,这笔订单需要重开发票。,invoice,train,course-authored-synthetic,1.0.0
S0652,C0254,warranty-13,麻烦确认一下，质保范围包含电池吗。,warranty,validation,course-authored-synthetic,1.0.0
S0653,C0080,payment-03,你好，银行卡付不了款？,payment,train,course-authored-synthetic,1.0.0
S0654,C0250,shipping_status-09,麻烦确认一下，包裹还在配送中吗。,shipping_status,train,course-authored-synthetic,1.0.0
S0655,C0235,complaint-04,想请你帮忙：客服一直不回复我要投诉。,complaint,train,course-authored-synthetic,1.0.0
S0656,C0222,refund_status-05,麻烦确认一下，原路退回的钱还没到账。,refund_status,train,course-authored-synthetic,1.0.0
S0657,C0193,change_address-02,麻烦确认一下，请更改订单配送地址。,change_address,train,course-authored-synthetic,1.0.0
S0658,C0191,unknown-test-00,我这边的情况是：今天出门要不要带伞，谢谢。,unknown,test,course-authored-synthetic,1.0.0
S0659,C0059,refund_status-14,我这边的情况是：我想跟踪返款状态，谢谢。,refund_status,validation,course-authored-synthetic,1.0.0
S0660,C0155,payment-14,我这边的情况是：结算时总是提示交易异常，谢谢。,payment,validation,course-authored-synthetic,1.0.0
S0661,C0124,technical_help-01,想请你帮忙：蓝牙连接不上怎么办。,technical_help,train,course-authored-synthetic,1.0.0
S0662,C0033,complaint-00,麻烦确认一下，我要投诉客服的态度。,complaint,train,course-authored-synthetic,1.0.0
S0663,C0109,invoice-17,你好，付款没问题，只是开票失败？,invoice,test,course-authored-synthetic,1.0.0
S0664,C0031,change_address-03,你好，可以改收货人姓名吗？,change_address,train,course-authored-synthetic,1.0.0
S0665,C0039,shipping_status-16,不想退款，只想知道包裹在哪。,shipping_status,test,course-authored-synthetic,1.0.0
S0666,C0185,product_info-09,这个系列有几种颜色。,product_info,train,course-authored-synthetic,1.0.0
S0667,C0131,refund_status-06,你好，这笔退款目前什么状态？,refund_status,train,course-authored-synthetic,1.0.0
S0668,C0238,technical_help-00,设备怎么安装。,technical_help,train,course-authored-synthetic,1.0.0
S0669,C0023,exchange_request-00,你好，我要申请换货？,exchange_request,train,course-authored-synthetic,1.0.0
S0670,C0241,technical_help-19,按照手册操作仍无法配对，请给排查步骤。,technical_help,test,course-authored-synthetic,1.0.0
S0671,C0060,return_request-09,我这边的情况是：这个产品我不要了，已经签收要退，谢谢。,return_request,train,course-authored-synthetic,1.0.0
S0672,C0111,change_address-14,我这边的情况是：联系人换了需要改收货资料，谢谢。,change_address,validation,course-authored-synthetic,1.0.0
S0673,C0218,product_info-18,你好，给门店选设备，哪款支持有线接口？,product_info,test,course-authored-synthetic,1.0.0
S0674,C0128,refund_status-03,想请你帮忙：退款申请通过了钱在哪。,refund_status,train,course-authored-synthetic,1.0.0
S0675,C0141,shipping_status-03,包裹什么时候能送到。,shipping_status,train,course-authored-synthetic,1.0.0
S0676,C0161,exchange_request-03,你好，换货流程怎么走？,exchange_request,train,course-authored-synthetic,1.0.0
S0677,C0237,technical_help-16,你好，不想送修，先教我如何重置？,technical_help,test,course-authored-synthetic,1.0.0
S0678,C0038,change_address-19,包裹上的联系人名字要纠正。,change_address,test,course-authored-synthetic,1.0.0
S0679,C0246,unknown-validation-02,你好，请给我讲一个太空故事？,unknown,validation,course-authored-synthetic,1.0.0
S0680,C0042,product_info-07,麻烦确认一下，产品适不适合办公室使用。,product_info,train,course-authored-synthetic,1.0.0
S0681,C0036,exchange_request-10,你好，尺寸不合适想换件大的？,exchange_request,train,course-authored-synthetic,1.0.0
S0682,C0092,shipping_status-18,想请你帮忙：运单显示签收但门口没东西。,shipping_status,test,course-authored-synthetic,1.0.0
S0683,C0010,complaint-13,工作人员失约我要正式反映。,complaint,validation,course-authored-synthetic,1.0.0
S0684,C0229,complaint-11,麻烦确认一下，告诉我服务投诉电话。,complaint,train,course-authored-synthetic,1.0.0
S0685,C0029,shipping_status-00,麻烦确认一下，订单的物流走到哪里了。,shipping_status,train,course-authored-synthetic,1.0.0
S0686,C0052,complaint-08,请让负责人处理我的投诉。,complaint,train,course-authored-synthetic,1.0.0
S0687,C0018,payment-04,你好，订单支付一直转圈？,payment,train,course-authored-synthetic,1.0.0
S0688,C0121,complaint-15,我这边的情况是：需要登记一条针对坐席的意见，谢谢。,complaint,validation,course-authored-synthetic,1.0.0
S0689,C0113,return_request-15,你好，包装还在我想办退货手续？,return_request,validation,course-authored-synthetic,1.0.0
S0690,C0153,return_request-10,我这边的情况是：需要上门取件退货，谢谢。,return_request,train,course-authored-synthetic,1.0.0
S0691,C0058,product_info-05,想请你帮忙：这个商品是什么材质。,product_info,train,course-authored-synthetic,1.0.0
S0692,C0016,product_info-11,想请你帮忙：商品支持多大功率。,product_info,train,course-authored-synthetic,1.0.0
S0693,C0053,exchange_request-14,想请你帮忙：这台想置换为正确型号。,exchange_request,validation,course-authored-synthetic,1.0.0
S0694,C0127,return_request-13,你好，退货运费由谁承担？,return_request,validation,course-authored-synthetic,1.0.0
S0695,C0243,payment-15,你好，结账可以分期付款吗？,payment,validation,course-authored-synthetic,1.0.0
S0696,C0162,unknown-validation-01,想请你帮忙：能帮我预订一张火车票吗。,unknown,validation,course-authored-synthetic,1.0.0
S0697,C0153,return_request-10,需要上门取件退货。,return_request,train,course-authored-synthetic,1.0.0
S0698,C0070,refund_status-15,售后退钱现在走到哪一步。,refund_status,validation,course-authored-synthetic,1.0.0
S0699,C0097,technical_help-17,不是咨询购买参数，我已经买了想安装。,technical_help,test,course-authored-synthetic,1.0.0
S0700,C0175,product_info-16,你好，不是安装求助，我还在选购型号？,product_info,test,course-authored-synthetic,1.0.0
S0701,C0234,cancel_order-15,你好，重复购买的那一单请作废？,cancel_order,validation,course-authored-synthetic,1.0.0
S0702,C0048,complaint-02,我这边的情况是：请给我投诉渠道，谢谢。,complaint,train,course-authored-synthetic,1.0.0
S0703,C0011,invoice-10,想请你帮忙：我想申请纸质发票。,invoice,train,course-authored-synthetic,1.0.0
S0704,C0090,unknown-validation-04,我这边的情况是：帮我翻译一句英文，谢谢。,unknown,validation,course-authored-synthetic,1.0.0
S0705,C0207,change_address-11,给我改一下收件人的手机号。,change_address,train,course-authored-synthetic,1.0.0
S0706,C0055,return_request-00,想请你帮忙：东西已经收到，想申请退货。,return_request,train,course-authored-synthetic,1.0.0
S0707,C0103,complaint-03,你好，我要找主管反馈服务问题？,complaint,train,course-authored-synthetic,1.0.0
S0708,C0025,product_info-01,麻烦确认一下，准备买之前想了解功能。,product_info,train,course-authored-synthetic,1.0.0
S0709,C0172,refund_status-08,想请你帮忙：我只想查询退款到账时间。,refund_status,train,course-authored-synthetic,1.0.0
S0710,C0244,return_request-12,你好，签收后想退掉这件商品？,return_request,validation,course-authored-synthetic,1.0.0
S0711,C0108,invoice-07,想请你帮忙：电子发票发到哪里了。,invoice,train,course-authored-synthetic,1.0.0
S0712,C0191,unknown-test-00,麻烦确认一下，今天出门要不要带伞。,unknown,test,course-authored-synthetic,1.0.0
S0713,C0170,change_address-10,收货地点需要变更。,change_address,train,course-authored-synthetic,1.0.0
S0714,C0167,product_info-13,订购前想确认兼容哪些设备。,product_info,validation,course-authored-synthetic,1.0.0
S0715,C0069,invoice-04,我这边的情况是：发票在哪里下载，谢谢。,invoice,train,course-authored-synthetic,1.0.0
S0716,C0050,return_request-01,你好，我想把商品退回去？,return_request,train,course-authored-synthetic,1.0.0
S0717,C0158,warranty-06,想请你帮忙：保修期限是多久。,warranty,train,course-authored-synthetic,1.0.0
S0718,C0145,exchange_request-19,售后请走换新流程，不走退货。,exchange_request,test,course-authored-synthetic,1.0.0
S0719,C0095,warranty-00,你好，产品还在保修期内吗？,warranty,train,course-authored-synthetic,1.0.0
S0720,C0005,invoice-08,你好，这笔订单需要重开发票？,invoice,train,course-authored-synthetic,1.0.0
S0721,C0108,invoice-07,我这边的情况是：电子发票发到哪里了，谢谢。,invoice,train,course-authored-synthetic,1.0.0
S0722,C0095,warranty-00,我这边的情况是：产品还在保修期内吗，谢谢。,warranty,train,course-authored-synthetic,1.0.0
S0723,C0224,exchange_request-01,你好，收到的型号不对想换一个？,exchange_request,train,course-authored-synthetic,1.0.0
S0724,C0110,exchange_request-05,麻烦确认一下，商品有问题请换新。,exchange_request,train,course-authored-synthetic,1.0.0
S0725,C0104,shipping_status-08,你好，显示揽收后一直没有动静？,shipping_status,train,course-authored-synthetic,1.0.0
S0726,C0072,warranty-10,想请你帮忙：怎么预约上门维修。,warranty,train,course-authored-synthetic,1.0.0
S0727,C0122,refund_status-13,我这边的情况是：退款已经同意多久能入账，谢谢。,refund_status,validation,course-authored-synthetic,1.0.0
S0728,C0183,invoice-03,麻烦确认一下，帮我补开发票。,invoice,train,course-authored-synthetic,1.0.0
S0729,C0160,unknown-test-05,你好，写一段生日祝福？,unknown,test,course-authored-synthetic,1.0.0
S0730,C0050,return_request-01,麻烦确认一下，我想把商品退回去。,return_request,train,course-authored-synthetic,1.0.0
S0731,C0011,invoice-10,麻烦确认一下，我想申请纸质发票。,invoice,train,course-authored-synthetic,1.0.0
